[0:01:13.398501] The current delay is 0.0
[0:01:33.303997] The current count is: 3104
[0:01:33.309259] The current count is: 3105
[0:01:33.314437] The current count is: 3106
[0:01:33.319645] The current count is: 3107
[0:01:33.324820] The current count is: 3108
[0:01:33.330008] The current count is: 3109
[0:01:33.335201] The current count is: 3110
[0:01:33.340397] The current count is: 3111
[0:01:33.345593] The current count is: 3112
[0:01:33.350797] The current count is: 3113
[0:01:33.356037] The current count is: 3114
[0:01:33.361318] The current count is: 3115
[0:01:33.366576] The current count is: 3116
[0:01:33.371740] The current count is: 3117
[0:01:33.376919] The current count is: 3118
[0:01:33.382129] The current count is: 3119
[0:01:33.387282] The current count is: 3120
[0:01:33.392455] The current count is: 3121
[0:01:33.397683] The current count is: 3122
[0:01:33.402873] The current count is: 3123
[0:01:33.408030] The current count is: 3124
[0:01:33.413253] The current count is: 3125
[0:01:33.418482] The current count is: 3126
[0:01:33.423657] The current count is: 3127
[0:01:33.428879] The current count is: 3128
[0:01:33.434141] The current count is: 3129
[0:01:33.439330] The current count is: 3130
[0:01:33.444517] The current count is: 3131
[0:01:33.449762] The current count is: 3132
[0:01:33.454989] The current count is: 3133
[0:01:33.460183] The current count is: 3134
[0:01:33.465435] The current count is: 3135
[0:01:33.470627] The current count is: 3136
[0:01:33.475844] The current count is: 3137
[0:01:33.481092] The current count is: 3138
[0:01:33.486333] The current count is: 3139
[0:01:33.491556] The current count is: 3140
[0:01:33.496751] The current count is: 3141
[0:01:33.501954] The current count is: 3142
[0:01:33.507144] The current count is: 3143
[0:01:33.512332] The current count is: 3144
[0:01:33.517580] The current count is: 3145
[0:01:33.522763] The current count is: 3146
[0:01:33.527975] The current count is: 3147
[0:01:33.533615] The current count is: 3148
[0:01:33.538932] The current count is: 3149
[0:01:33.544146] The current count is: 3150
[0:01:33.549383] The current count is: 3151
[0:01:33.554596] The current count is: 3152
[0:01:33.559777] The current count is: 3153
[0:01:33.565054] The current count is: 3154
[0:01:33.570277] The current count is: 3155
[0:01:33.575509] The current count is: 3156
[0:01:33.580686] The current count is: 3157
[0:01:33.585880] The current count is: 3158
[0:01:33.591068] The current count is: 3159
[0:01:33.596259] The current count is: 3160
[0:01:33.605827] The current count is: 3161
[0:01:33.611043] The current count is: 3162
[0:01:33.616264] The current count is: 3163
[0:01:33.621502] The current count is: 3164
[0:01:33.626711] The current count is: 3165
[0:01:33.631990] The current count is: 3166
[0:01:33.637283] The current count is: 3167
[0:01:33.642538] The current count is: 3168
[0:01:33.647772] The current count is: 3169
[0:01:33.652974] The current count is: 3170
[0:01:33.658233] The current count is: 3171
[0:01:33.663534] The current count is: 3172
[0:01:33.668949] The current count is: 3173
[0:01:33.674386] The current count is: 3174
[0:01:33.679749] The current count is: 3175
[0:01:33.685119] The current count is: 3176
[0:01:33.690482] The current count is: 3177
[0:01:33.695827] The current count is: 3178
[0:01:33.701185] The current count is: 3179
[0:01:33.706552] The current count is: 3180
[0:01:33.711966] The current count is: 3181
[0:01:33.717384] The current count is: 3182
[0:01:33.722759] The current count is: 3183
[0:01:33.728131] The current count is: 3184
[0:01:33.733563] The current count is: 3185
[0:01:33.738941] The current count is: 3186
[0:01:33.744289] The current count is: 3187
[0:01:33.749773] The current count is: 3188
[0:01:33.755130] The current count is: 3189
[0:01:33.760511] The current count is: 3190
[0:01:33.765955] The current count is: 3191
[0:01:33.771203] The current count is: 3192
[0:01:33.776513] The current count is: 3193
[0:01:33.781796] The current count is: 3194
[0:01:33.787067] The current count is: 3195
[0:01:33.792367] The current count is: 3196
[0:01:33.797741] The current count is: 3197
[0:01:33.803046] The current count is: 3198
[0:01:33.808308] The current count is: 3199
[0:01:33.813595] The current count is: 3200
[0:01:33.818828] The current count is: 3201
[0:01:33.824066] The current count is: 3202
[0:01:33.829377] The current count is: 3203
[0:01:33.834603] The current count is: 3204
[0:01:33.839913] The current count is: 3205
[0:01:33.845256] The current count is: 3206
[0:01:33.850622] The current count is: 3207
[0:01:33.855975] The current count is: 3208
[0:01:33.861345] The current count is: 3209
[0:01:33.866699] The current count is: 3210
[0:01:33.872040] The current count is: 3211
[0:01:33.877384] The current count is: 3212
[0:01:33.882633] The current count is: 3213
[0:01:33.887880] The current count is: 3214
[0:01:33.893270] The current count is: 3215
[0:01:33.898590] The current count is: 3216
[0:01:33.903894] The current count is: 3217
[0:01:33.909225] The current count is: 3218
[0:01:33.914528] The current count is: 3219
[0:01:33.919825] The current count is: 3220
[0:01:33.925224] The current count is: 3221
[0:01:33.930484] The current count is: 3222
[0:01:33.935757] The current count is: 3223
[0:01:33.941050] The current count is: 3224
[0:01:33.946394] The current count is: 3225
[0:01:33.951730] The current count is: 3226
[0:01:33.957025] The current count is: 3227
[0:01:33.962304] The current count is: 3228
[0:01:33.967580] The current count is: 3229
[0:01:33.972843] The current count is: 3230
[0:01:33.978187] The current count is: 3231
[0:01:33.983479] The current count is: 3232
[0:01:33.988834] The current count is: 3233
[0:01:33.994157] The current count is: 3234
[0:01:33.999448] The current count is: 3235
[0:01:34.004725] The current count is: 3236
[0:01:34.010006] The current count is: 3237
[0:01:34.015303] The current count is: 3238
[0:01:34.020564] The current count is: 3239
[0:01:34.025856] The current count is: 3240
[0:01:34.031150] The current count is: 3241
[0:01:34.036521] The current count is: 3242
[0:01:34.041872] The current count is: 3243
[0:01:34.047173] The current count is: 3244
[0:01:34.052496] The current count is: 3245
[0:01:34.057819] The current count is: 3246
[0:01:34.063097] The current count is: 3247
[0:01:34.068465] The current count is: 3248
[0:01:34.073830] The current count is: 3249
[0:01:34.079131] The current count is: 3250
[0:01:34.084414] The current count is: 3251
[0:01:34.089763] The current count is: 3252
[0:01:34.095041] The current count is: 3253
[0:01:34.104627] The current count is: 3254
[0:01:34.109889] The current count is: 3255
[0:01:34.115129] The current count is: 3256
[0:01:34.120387] The current count is: 3257
[0:01:34.125662] The current count is: 3258
[0:01:34.130891] The current count is: 3259
[0:01:34.136111] The current count is: 3260
[0:01:34.141448] The current count is: 3261
[0:01:34.146692] The current count is: 3262
[0:01:34.152342] The current count is: 3263
[0:01:34.157738] The current count is: 3264
[0:01:34.163004] The current count is: 3265
[0:01:34.168285] The current count is: 3266
[0:01:34.173537] The current count is: 3267
[0:01:34.178728] The current count is: 3268
[0:01:34.183949] The current count is: 3269
[0:01:34.189345] The current count is: 3270
[0:01:34.194546] The current count is: 3271
[0:01:34.199735] The current count is: 3272
[0:01:34.204913] The current count is: 3273
[0:01:34.559215] The current count is: 3274
[0:01:34.564933] The current count is: 3275
[0:01:34.570737] The current count is: 3276
[0:01:34.576461] The current count is: 3277
[0:01:34.582224] The current count is: 3278
[0:01:34.587909] The current count is: 3279
[0:01:34.593673] The current count is: 3280
[0:01:34.599362] The current count is: 3281
[0:01:34.605093] The current count is: 3282
[0:01:34.619424] The current count is: 3283
[0:01:34.624811] The current count is: 3284
[0:01:34.630179] The current count is: 3285
[0:01:34.635551] The current count is: 3286
[0:01:34.640886] The current count is: 3287
[0:01:34.646269] The current count is: 3288
[0:01:34.651633] The current count is: 3289
[0:01:34.656964] The current count is: 3290
[0:01:34.662320] The current count is: 3291
[0:01:34.667696] The current count is: 3292
[0:01:34.673043] The current count is: 3293
[0:01:34.678395] The current count is: 3294
[0:01:34.683710] The current count is: 3295
[0:01:34.689057] The current count is: 3296
[0:01:34.694462] The current count is: 3297
[0:01:34.699808] The current count is: 3298
[0:01:34.705223] The current count is: 3299
[0:01:34.710508] The current count is: 3300
[0:01:34.715751] The current count is: 3301
[0:01:34.720956] The current count is: 3302
[0:01:34.726210] The current count is: 3303
[0:01:34.731431] The current count is: 3304
[0:01:34.736677] The current count is: 3305
[0:01:34.741900] The current count is: 3306
[0:01:34.747190] The current count is: 3307
[0:01:34.752417] The current count is: 3308
[0:01:34.757662] The current count is: 3309
[0:01:34.762893] The current count is: 3310
[0:01:34.768087] The current count is: 3311
[0:01:34.773361] The current count is: 3312
[0:01:34.778592] The current count is: 3313
[0:01:34.783813] The current count is: 3314
[0:01:34.789055] The current count is: 3315
[0:01:34.794316] The current count is: 3316
[0:01:34.799516] The current count is: 3317
[0:01:34.804716] The current count is: 3318
[0:01:34.809963] The current count is: 3319
[0:01:34.815182] The current count is: 3320
[0:01:34.820386] The current count is: 3321
[0:01:34.825650] The current count is: 3322
[0:01:34.830864] The current count is: 3323
[0:01:34.836089] The current count is: 3324
[0:01:34.841396] The current count is: 3325
[0:01:34.846593] The current count is: 3326
[0:01:34.851808] The current count is: 3327
[0:01:34.857142] The current count is: 3328
[0:01:34.862516] The current count is: 3329
[0:01:34.867825] The current count is: 3330
[0:01:34.873130] The current count is: 3331
[0:01:34.878380] The current count is: 3332
[0:01:34.883681] The current count is: 3333
[0:01:34.889016] The current count is: 3334
[0:01:34.894297] The current count is: 3335
[0:01:34.899514] The current count is: 3336
[0:01:34.904756] The current count is: 3337
[0:01:34.910025] The current count is: 3338
[0:01:34.915223] The current count is: 3339
[0:01:34.920432] The current count is: 3340
[0:01:34.925693] The current count is: 3341
[0:01:34.930967] The current count is: 3342
[0:01:34.936178] The current count is: 3343
[0:01:34.941456] The current count is: 3344
[0:01:34.946722] The current count is: 3345
[0:01:34.951993] The current count is: 3346
[0:01:34.961595] The current count is: 3347
[0:01:34.966867] The current count is: 3348
[0:01:34.972103] The current count is: 3349
[0:01:34.977401] The current count is: 3350
[0:01:34.982629] The current count is: 3351
[0:01:34.987929] The current count is: 3352
[0:01:34.993259] The current count is: 3353
[0:01:34.998558] The current count is: 3354
[0:01:35.003810] The current count is: 3355
[0:01:35.009101] The current count is: 3356
[0:01:35.014563] The current count is: 3357
[0:01:35.019958] The current count is: 3358
[0:01:35.025398] The current count is: 3359
[0:01:35.030814] The current count is: 3360
[0:01:35.036187] The current count is: 3361
[0:01:35.041666] The current count is: 3362
[0:01:35.047060] The current count is: 3363
[0:01:35.052436] The current count is: 3364
[0:01:35.057980] The current count is: 3365
[0:01:35.063397] The current count is: 3366
[0:01:35.068849] The current count is: 3367
[0:01:35.074318] The current count is: 3368
[0:01:35.079677] The current count is: 3369
[0:01:35.085180] The current count is: 3370
[0:01:35.090592] The current count is: 3371
[0:01:35.096045] The current count is: 3372
[0:01:35.101496] The current count is: 3373
[0:01:35.106878] The current count is: 3374
[0:01:35.112218] The current count is: 3375
[0:01:35.117548] The current count is: 3376
[0:01:35.122790] The current count is: 3377
[0:01:35.134476] The current count is: 3378
[0:01:35.139922] The current count is: 3379
[0:01:35.145281] The current count is: 3380
[0:01:35.150581] The current count is: 3381
[0:01:35.155884] The current count is: 3382
[0:01:35.161282] The current count is: 3383
[0:01:35.166619] The current count is: 3384
[0:01:35.171957] The current count is: 3385
[0:01:35.177291] The current count is: 3386
[0:01:35.182856] The current count is: 3387
[0:01:35.188478] The current count is: 3388
[0:01:35.194029] The current count is: 3389
[0:01:35.199430] The current count is: 3390
[0:01:35.204747] The current count is: 3391
[0:01:35.210068] The current count is: 3392
[0:01:35.215422] The current count is: 3393
[0:01:35.220782] The current count is: 3394
[0:01:35.226095] The current count is: 3395
[0:01:35.231399] The current count is: 3396
[0:01:35.236776] The current count is: 3397
[0:01:35.242126] The current count is: 3398
[0:01:35.247460] The current count is: 3399
[0:01:35.252780] The current count is: 3400
[0:01:35.258139] The current count is: 3401
[0:01:35.263555] The current count is: 3402
[0:01:35.268864] The current count is: 3403
[0:01:35.274411] The current count is: 3404
[0:01:35.279764] The current count is: 3405
[0:01:35.285157] The current count is: 3406
[0:01:35.290500] The current count is: 3407
[0:01:35.295815] The current count is: 3408
[0:01:35.301170] The current count is: 3409
[0:01:35.306506] The current count is: 3410
[0:01:35.311911] The current count is: 3411
[0:01:35.469150] The current count is: 3412
[0:01:35.474431] The current count is: 3413
[0:01:35.479734] The current count is: 3414
[0:01:35.484741] The current count is: 3415
[0:01:35.489627] The current count is: 3416
[0:01:35.494520] The current count is: 3417
[0:01:35.499387] The current count is: 3418
[0:01:35.504417] The current count is: 3419
[0:01:35.509318] The current count is: 3420
[0:01:35.514236] The current count is: 3421
[0:01:35.519175] The current count is: 3422
[0:01:35.524047] The current count is: 3423
[0:01:35.528918] The current count is: 3424
[0:01:35.533853] The current count is: 3425
[0:01:35.538722] The current count is: 3426
[0:01:35.543662] The current count is: 3427
[0:01:35.548504] The current count is: 3428
[0:01:35.553356] The current count is: 3429
[0:01:35.565552] The current count is: 3430
[0:01:35.570377] The current count is: 3431
[0:01:35.575211] The current count is: 3432
[0:01:35.580021] The current count is: 3433
[0:01:35.584844] The current count is: 3434
[0:01:35.589664] The current count is: 3435
[0:01:35.594473] The current count is: 3436
[0:01:35.599285] The current count is: 3437
[0:01:35.604109] The current count is: 3438
[0:01:35.608911] The current count is: 3439
[0:01:35.623927] The current count is: 3440
[0:01:35.628638] The current count is: 3441
[0:01:35.633364] The current count is: 3442
[0:01:35.638092] The current count is: 3443
[0:01:35.642824] The current count is: 3444
[0:01:35.647532] The current count is: 3445
[0:01:35.652224] The current count is: 3446
[0:01:35.656968] The current count is: 3447
[0:01:35.661769] The current count is: 3448
[0:01:35.666499] The current count is: 3449
[0:01:35.671215] The current count is: 3450
[0:01:35.676032] The current count is: 3451
[0:01:35.680729] The current count is: 3452
[0:01:35.685523] The current count is: 3453
[0:01:35.690242] The current count is: 3454
[0:01:35.694962] The current count is: 3455
[0:01:35.699863] The current count is: 3456
[0:01:35.704626] The current count is: 3457
[0:01:35.709525] The current count is: 3458
[0:01:35.714271] The current count is: 3459
[0:01:35.719088] The current count is: 3460
[0:01:35.723887] The current count is: 3461
[0:01:35.728717] The current count is: 3462
[0:01:35.733538] The current count is: 3463
[0:01:35.738257] The current count is: 3464
[0:01:35.742990] The current count is: 3465
[0:01:35.747723] The current count is: 3466
[0:01:35.752483] The current count is: 3467
[0:01:35.757234] The current count is: 3468
[0:01:35.762080] The current count is: 3469
[0:01:35.766840] The current count is: 3470
[0:01:35.771616] The current count is: 3471
[0:01:35.776351] The current count is: 3472
[0:01:35.781128] The current count is: 3473
[0:01:36.845139] The current count is: 3474
[0:01:37.264505] The current count is: 3475
[0:01:37.269344] The current count is: 3476
[0:01:37.274230] The current count is: 3477
[0:01:37.278975] The current count is: 3478
[0:01:37.284158] The current count is: 3479
[0:01:37.288975] The current count is: 3480
[0:01:37.293787] The current count is: 3481
[0:01:37.298550] The current count is: 3482
[0:01:37.303284] The current count is: 3483
[0:01:37.308066] The current count is: 3484
[0:01:37.312820] The current count is: 3485
[0:01:37.317581] The current count is: 3486
[0:01:37.322329] The current count is: 3487
[0:01:37.327073] The current count is: 3488
[0:01:37.331818] The current count is: 3489
[0:01:37.336564] The current count is: 3490
[0:01:37.341351] The current count is: 3491
[0:01:37.346077] The current count is: 3492
[0:01:37.350826] The current count is: 3493
[0:01:37.355565] The current count is: 3494
[0:01:37.360291] The current count is: 3495
[0:01:37.365064] The current count is: 3496
[0:01:37.369825] The current count is: 3497
[0:01:37.374578] The current count is: 3498
[0:01:37.379322] The current count is: 3499
[0:01:37.384105] The current count is: 3500
[0:01:37.388837] The current count is: 3501
[0:01:37.393589] The current count is: 3502
[0:01:37.398324] The current count is: 3503
[0:01:37.403132] The current count is: 3504
[0:01:37.407943] The current count is: 3505
[0:01:37.412673] The current count is: 3506
[0:01:37.417460] The current count is: 3507
[0:01:37.422209] The current count is: 3508
[0:01:37.427017] The current count is: 3509
[0:01:37.431767] The current count is: 3510
[0:01:37.436576] The current count is: 3511
[0:01:37.441436] The current count is: 3512
[0:01:37.446187] The current count is: 3513
[0:01:37.450987] The current count is: 3514
[0:01:37.455724] The current count is: 3515
[0:01:37.460452] The current count is: 3516
[0:01:37.465219] The current count is: 3517
[0:01:37.469960] The current count is: 3518
[0:01:37.474704] The current count is: 3519
[0:01:37.479458] The current count is: 3520
[0:01:37.484199] The current count is: 3521
[0:01:37.489043] The current count is: 3522
[0:01:37.493807] The current count is: 3523
[0:01:37.498544] The current count is: 3524
[0:01:37.503286] The current count is: 3525
[0:01:37.508009] The current count is: 3526
[0:01:37.512766] The current count is: 3527
[0:01:37.517638] The current count is: 3528
[0:01:37.522537] The current count is: 3529
[0:01:37.527397] The current count is: 3530
[0:01:37.532198] The current count is: 3531
[0:01:37.537039] The current count is: 3532
[0:01:37.546186] The current count is: 3533
[0:01:37.551051] The current count is: 3534
[0:01:37.555863] The current count is: 3535
[0:01:37.560655] The current count is: 3536
[0:01:37.574313] The current count is: 3537
[0:01:37.579165] The current count is: 3538
[0:01:37.584011] The current count is: 3539
[0:01:37.588796] The current count is: 3540
[0:01:37.593579] The current count is: 3541
[0:01:37.598382] The current count is: 3542
[0:01:37.603161] The current count is: 3543
[0:01:37.607925] The current count is: 3544
[0:01:37.612734] The current count is: 3545
[0:01:37.617536] The current count is: 3546
[0:01:37.622389] The current count is: 3547
[0:01:37.627252] The current count is: 3548
[0:01:37.632047] The current count is: 3549
[0:01:37.636820] The current count is: 3550
[0:01:37.641617] The current count is: 3551
[0:01:37.646412] The current count is: 3552
[0:01:37.651219] The current count is: 3553
[0:01:37.656018] The current count is: 3554
[0:01:37.660789] The current count is: 3555
[0:01:37.665587] The current count is: 3556
[0:01:37.670408] The current count is: 3557
[0:01:37.675295] The current count is: 3558
[0:01:37.680147] The current count is: 3559
[0:01:37.685022] The current count is: 3560
[0:01:37.689829] The current count is: 3561
[0:01:37.694631] The current count is: 3562
[0:01:37.699478] The current count is: 3563
[0:01:37.704276] The current count is: 3564
[0:01:37.709130] The current count is: 3565
[0:01:37.713940] The current count is: 3566
[0:01:37.718723] The current count is: 3567
[0:01:37.723643] The current count is: 3568
[0:01:37.728462] The current count is: 3569
[0:01:37.733311] The current count is: 3570
[0:01:37.738151] The current count is: 3571
[0:01:37.743005] The current count is: 3572
[0:01:37.747799] The current count is: 3573
[0:01:37.752620] The current count is: 3574
[0:01:37.757478] The current count is: 3575
[0:01:37.762288] The current count is: 3576
[0:01:37.767183] The current count is: 3577
[0:01:37.772021] The current count is: 3578
[0:01:37.776905] The current count is: 3579
[0:01:37.781908] The current count is: 3580
[0:01:37.786723] The current count is: 3581
[0:01:37.791577] The current count is: 3582
[0:01:37.796653] The current count is: 3583
[0:01:37.801591] The current count is: 3584
[0:01:37.806470] The current count is: 3585
[0:01:37.811397] The current count is: 3586
[0:01:37.816293] The current count is: 3587
[0:01:37.821271] The current count is: 3588
[0:01:37.826191] The current count is: 3589
[0:01:37.831052] The current count is: 3590
[0:01:37.835921] The current count is: 3591
[0:01:37.840824] The current count is: 3592
[0:01:37.845718] The current count is: 3593
[0:01:37.850575] The current count is: 3594
[0:01:37.855470] The current count is: 3595
[0:01:37.860358] The current count is: 3596
[0:01:37.865259] The current count is: 3597
[0:01:37.870158] The current count is: 3598
[0:01:37.875017] The current count is: 3599
[0:01:37.879880] The current count is: 3600
[0:01:37.884709] The current count is: 3601
[0:01:37.889581] The current count is: 3602
[0:01:37.894438] The current count is: 3603
[0:01:37.899304] The current count is: 3604
[0:01:37.904212] The current count is: 3605
[0:01:37.909124] The current count is: 3606
[0:01:37.913985] The current count is: 3607
[0:01:37.918860] The current count is: 3608
[0:01:37.923683] The current count is: 3609
[0:01:37.928627] The current count is: 3610
[0:01:37.933518] The current count is: 3611
[0:01:37.938411] The current count is: 3612
[0:01:37.943262] The current count is: 3613
[0:01:37.948122] The current count is: 3614
[0:01:37.953030] The current count is: 3615
[0:01:37.957958] The current count is: 3616
[0:01:37.962838] The current count is: 3617
[0:01:37.967706] The current count is: 3618
[0:01:37.972560] The current count is: 3619
[0:01:37.977471] The current count is: 3620
[0:01:37.982419] The current count is: 3621
[0:01:37.987290] The current count is: 3622
[0:01:37.992212] The current count is: 3623
[0:01:37.997099] The current count is: 3624
[0:01:38.001973] The current count is: 3625
[0:01:38.010944] The current count is: 3626
[0:01:38.015828] The current count is: 3627
[0:01:38.020658] The current count is: 3628
[0:01:38.025491] The current count is: 3629
[0:01:38.030353] The current count is: 3630
[0:01:38.035220] The current count is: 3631
[0:01:38.040036] The current count is: 3632
[0:01:38.044855] The current count is: 3633
[0:01:38.049716] The current count is: 3634
[0:01:38.054516] The current count is: 3635
[0:01:38.059317] The current count is: 3636
[0:01:38.064140] The current count is: 3637
[0:01:38.068963] The current count is: 3638
[0:01:38.073831] The current count is: 3639
[0:01:38.078700] The current count is: 3640
[0:01:38.083434] The current count is: 3641
[0:01:38.088189] The current count is: 3642
[0:01:38.092939] The current count is: 3643
[0:01:38.097792] The current count is: 3644
[0:01:38.102625] The current count is: 3645
[0:01:38.107356] The current count is: 3646
[0:01:38.112114] The current count is: 3647
[0:01:38.116947] The current count is: 3648
[0:01:38.121793] The current count is: 3649
[0:01:38.126529] The current count is: 3650
[0:01:38.131303] The current count is: 3651
[0:01:38.136064] The current count is: 3652
[0:01:38.140829] The current count is: 3653
[0:01:38.145625] The current count is: 3654
[0:01:38.150382] The current count is: 3655
[0:01:38.155188] The current count is: 3656
[0:01:38.159953] The current count is: 3657
[0:01:38.164713] The current count is: 3658
[0:01:38.169487] The current count is: 3659
[0:01:38.174291] The current count is: 3660
[0:01:38.179059] The current count is: 3661
[0:01:38.183844] The current count is: 3662
[0:01:38.188640] The current count is: 3663
[0:01:38.193403] The current count is: 3664
[0:01:38.198154] The current count is: 3665
[0:01:38.202926] The current count is: 3666
[0:01:38.207703] The current count is: 3667
[0:01:38.212450] The current count is: 3668
[0:01:38.217319] The current count is: 3669
[0:01:38.222090] The current count is: 3670
[0:01:38.226858] The current count is: 3671
[0:01:38.231671] The current count is: 3672
[0:01:38.236450] The current count is: 3673
[0:01:38.241267] The current count is: 3674
[0:01:38.246013] The current count is: 3675
[0:01:38.250794] The current count is: 3676
[0:01:38.255559] The current count is: 3677
[0:01:38.260325] The current count is: 3678
[0:01:38.265146] The current count is: 3679
[0:01:38.269916] The current count is: 3680
[0:01:38.274697] The current count is: 3681
[0:01:38.279474] The current count is: 3682
[0:01:38.284214] The current count is: 3683
[0:01:38.289033] The current count is: 3684
[0:01:38.293845] The current count is: 3685
[0:01:38.298632] The current count is: 3686
[0:01:38.303402] The current count is: 3687
[0:01:38.308177] The current count is: 3688
[0:01:38.313009] The current count is: 3689
[0:01:38.317805] The current count is: 3690
[0:01:38.322603] The current count is: 3691
[0:01:38.327340] The current count is: 3692
[0:01:38.332129] The current count is: 3693
[0:01:38.336892] The current count is: 3694
[0:01:38.341701] The current count is: 3695
[0:01:38.346512] The current count is: 3696
[0:01:38.351281] The current count is: 3697
[0:01:38.356416] The current count is: 3698
[0:01:38.361297] The current count is: 3699
[0:01:38.366143] The current count is: 3700
[0:01:38.370934] The current count is: 3701
[0:01:38.375737] The current count is: 3702
[0:01:38.380521] The current count is: 3703
[0:01:38.385311] The current count is: 3704
[0:01:38.390103] The current count is: 3705
[0:01:38.394885] The current count is: 3706
[0:01:38.399736] The current count is: 3707
[0:01:38.404555] The current count is: 3708
[0:01:38.409410] The current count is: 3709
[0:01:38.414270] The current count is: 3710
[0:01:38.419069] The current count is: 3711
[0:01:38.423866] The current count is: 3712
[0:01:38.428650] The current count is: 3713
[0:01:38.433502] The current count is: 3714
[0:01:38.438292] The current count is: 3715
[0:01:38.443101] The current count is: 3716
[0:01:38.447876] The current count is: 3717
[0:01:38.452681] The current count is: 3718
[0:01:38.461683] The current count is: 3719
[0:01:38.466522] The current count is: 3720
[0:01:38.471339] The current count is: 3721
[0:01:38.476097] The current count is: 3722
[0:01:38.480897] The current count is: 3723
[0:01:38.485713] The current count is: 3724
[0:01:38.490586] The current count is: 3725
[0:01:38.495389] The current count is: 3726
[0:01:38.500193] The current count is: 3727
[0:01:38.505010] The current count is: 3728
[0:01:38.509856] The current count is: 3729
[0:01:38.523524] The current count is: 3730
[0:01:38.528415] The current count is: 3731
[0:01:38.533229] The current count is: 3732
[0:01:38.538043] The current count is: 3733
[0:01:38.542837] The current count is: 3734
[0:01:38.547700] The current count is: 3735
[0:01:38.552559] The current count is: 3736
[0:01:38.557456] The current count is: 3737
[0:01:38.562272] The current count is: 3738
[0:01:38.567128] The current count is: 3739
[0:01:38.571909] The current count is: 3740
[0:01:38.576759] The current count is: 3741
[0:01:38.581600] The current count is: 3742
[0:01:38.586436] The current count is: 3743
[0:01:38.591300] The current count is: 3744
[0:01:38.596118] The current count is: 3745
[0:01:38.600910] The current count is: 3746
[0:01:38.605832] The current count is: 3747
[0:01:38.610664] The current count is: 3748
[0:01:38.615518] The current count is: 3749
[0:01:38.620404] The current count is: 3750
[0:01:38.625300] The current count is: 3751
[0:01:38.630181] The current count is: 3752
[0:01:38.635047] The current count is: 3753
[0:01:38.639922] The current count is: 3754
[0:01:38.644770] The current count is: 3755
[0:01:38.649669] The current count is: 3756
[0:01:38.654523] The current count is: 3757
[0:01:38.659378] The current count is: 3758
[0:01:38.664196] The current count is: 3759
[0:01:38.669073] The current count is: 3760
[0:01:38.673938] The current count is: 3761
[0:01:38.678824] The current count is: 3762
[0:01:38.683724] The current count is: 3763
[0:01:38.688570] The current count is: 3764
[0:01:38.693472] The current count is: 3765
[0:01:38.698340] The current count is: 3766
[0:01:38.703208] The current count is: 3767
[0:01:38.708019] The current count is: 3768
[0:01:38.712888] The current count is: 3769
[0:01:38.717780] The current count is: 3770
[0:01:38.722655] The current count is: 3771
[0:01:38.727514] The current count is: 3772
[0:01:38.732351] The current count is: 3773
[0:01:38.737281] The current count is: 3774
[0:01:38.742169] The current count is: 3775
[0:01:38.747016] The current count is: 3776
[0:01:38.751840] The current count is: 3777
[0:01:38.756697] The current count is: 3778
[0:01:38.761567] The current count is: 3779
[0:01:38.766478] The current count is: 3780
[0:01:38.771336] The current count is: 3781
[0:01:38.776189] The current count is: 3782
[0:01:38.781045] The current count is: 3783
[0:01:38.785899] The current count is: 3784
[0:01:38.790729] The current count is: 3785
[0:01:38.795630] The current count is: 3786
[0:01:38.800470] The current count is: 3787
[0:01:38.805352] The current count is: 3788
[0:01:38.810246] The current count is: 3789
[0:01:38.815090] The current count is: 3790
[0:01:38.828905] The current count is: 3791
[0:01:38.834041] The current count is: 3792
[0:01:38.838996] The current count is: 3793
[0:01:38.843933] The current count is: 3794
[0:01:38.848897] The current count is: 3795
[0:01:38.853832] The current count is: 3796
[0:01:38.858686] The current count is: 3797
[0:01:38.863777] The current count is: 3798
[0:01:38.868875] The current count is: 3799
[0:01:38.873885] The current count is: 3800
[0:01:38.878829] The current count is: 3801
[0:01:38.891023] The current count is: 3802
[0:01:38.895874] The current count is: 3803
[0:01:38.900715] The current count is: 3804
[0:01:38.905572] The current count is: 3805
[0:01:38.910462] The current count is: 3806
[0:01:38.915320] The current count is: 3807
[0:01:38.920189] The current count is: 3808
[0:01:38.925036] The current count is: 3809
[0:01:38.929949] The current count is: 3810
[0:01:38.934811] The current count is: 3811
[0:01:38.939681] The current count is: 3812
[0:01:38.950868] The current count is: 3813
[0:01:38.955701] The current count is: 3814
[0:01:38.960507] The current count is: 3815
[0:01:38.965251] The current count is: 3816
[0:01:38.970072] The current count is: 3817
[0:01:38.974818] The current count is: 3818
[0:01:38.979540] The current count is: 3819
[0:01:38.984299] The current count is: 3820
[0:01:38.989091] The current count is: 3821
[0:01:38.993838] The current count is: 3822
[0:01:38.998587] The current count is: 3823
[0:01:39.003438] The current count is: 3824
[0:01:39.008182] The current count is: 3825
[0:01:39.012900] The current count is: 3826
[0:01:39.017715] The current count is: 3827
[0:01:39.022473] The current count is: 3828
[0:01:39.027211] The current count is: 3829
[0:01:39.031958] The current count is: 3830
[0:01:39.036697] The current count is: 3831
[0:01:39.041474] The current count is: 3832
[0:01:39.046226] The current count is: 3833
[0:01:39.050955] The current count is: 3834
[0:01:39.055685] The current count is: 3835
[0:01:39.060450] The current count is: 3836
[0:01:39.065229] The current count is: 3837
[0:01:39.069952] The current count is: 3838
